M7	M8	M9	M10	M1	M11	M2	M12	M3	M4	M5	M6	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
224540	166700	247520	142150	149590	200630	275890	380630	309220	160210	302910	338320	3	3	3	25.7	25.7	25.7	19.784	0	46.718	7	Q9CXZ1	Q9CXZ1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	Ndufs4	5720
39336	32492	50003	26215	37362	34778	55824	54366	67183	46309	56215	68775	6	6	6	17.1	17.1	17.1	45	0	15.713	7	Q9CY18	Q9CY18	Sorting nexin-7	Snx7	5721
1489800	965670	1353700	1212600	1314200	988100	1738400	1800600	2194800	1594900	1630400	2691400	6	6	6	16.9	16.9	16.9	36.09	0	36.743	15	Q9CY27	Q9CY27	Very-long-chain enoyl-CoA reductase	Tecr	5722
116920	113340	107790	99171	108280	103580	165870	140150	187130	118100	178600	173190	2	2	2	14.6	14.6	14.6	21.11	0	32.823	5	Q9CY34	Q9CY34	NEDD8-conjugating enzyme UBE2F	Ube2f	5723
87887	56374	67654	67372	67672	75947	92042	96582	79516	68102	69754	85236	6	6	6	43.9	43.9	43.9	24.499	0	12.54	7	Q9CY45	Q9CY45	Protein-lysine N-methyltransferase N6amt2	N6amt2	5724
289850	217180	213750	180830	205080	212940	293130	256380	341250	215820	309430	367390	4	4	4	17.1	17.1	17.1	32.065	0	248.94	7	Q9CY50	Q9CY50	Translocon-associated protein subunit alpha	Ssr1	5725
32543	23225	34109	27227	34559	27854	53920	39967	53356	37540	54505	55412	1	1	1	5.7	5.7	5.7	34.971	0	3.4824	2	Q9CY52	Q9CY52	Probable tRNA(His) guanylyltransferase	Thg1l	5726
64732	61106	80044	52428	69493	63818	102160	86755	97406	48288	102740	111610	5	5	5	25.7	25.7	25.7	26.585	0	86.825	14	Q9CY57;Q9CY57-5;Q9CY57-4;Q9CY57-3;Q9CY57-2	Q9CY57;Q9CY57-5;Q9CY57-4;Q9CY57-3;Q9CY57-2	Chromatin target of PRMT1 protein	Chtop	5727
229780	177250	176530	178250	211600	184880	236020	213560	220800	233000	230040	240200	12	12	12	35.4	35.4	35.4	44.714	0	323.31	24	Q9CY58;Q9CY58-3;Q9CY58-2;Q9CY58-4	Q9CY58;Q9CY58-3;Q9CY58-2	Plasminogen activator inhibitor 1 RNA-binding protein	Serbp1	5728
10167	4314.2998046875	12927	10216	13932	10736	12776	13150	11179	4551.39990234375	6987.7998046875	8826	3	3	3	16.4	16.4	16.4	19.1	0	102.38	4	Q9CY62;Q9CY62-2	Q9CY62	E3 ubiquitin-protein ligase RNF181	Rnf181	5729
485740	345460	449940	371460	368140	417970	550010	523150	530980	464490	570970	600440	13	13	13	33.9	33.9	33.9	33.524	0	48.787	17	Q9CY64	Q9CY64	Biliverdin reductase A	Blvra	5730
118850	70233	110430	87636	107490	107050	136220	125370	134530	125300	106680	178700	3	3	3	14.7	14.7	14.7	23.474	0	7.9088	3	Q9CY66;Q9CY66-3;Q9CY66-2	Q9CY66;Q9CY66-3;Q9CY66-2	H/ACA ribonucleoprotein complex subunit 1	Gar1	5731
111140	73879	79725	81145	83424	85979	120870	91746	81257	95237	141160	120310	3	3	3	14.1	14.1	14.1	37.527	0	17.09	5	Q9CY73;Q9CY73-2	Q9CY73;Q9CY73-2	39S ribosomal protein L44, mitochondrial	Mrpl44	5732
33051	25129	37624	25086	41027	24940	61458	43097	61439	48146	64198	71610	4	4	4	27.8	27.8	27.8	22.517	0	8.6166	4	Q9CY97;Q9CY97-2	Q9CY97;Q9CY97-2	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Ssu72	5733
85940	50086	77134	52894	54019	59071	92180	110350	84539	60571	77513	100590	8	8	8	32	32	32	38.219	0	158.5	13	Q9CYA0	Q9CYA0	Cysteine-rich with EGF-like domain protein 2	Creld2	5734
10596	5407.7001953125	8731.099609375	8084.2001953125	7809.2998046875	9422.7998046875	10263	9300.599609375	9795.400390625	10112	7597	6298.10009765625	2	2	2	3.2	3.2	3.2	78.025	0	3.5983	2	Q9CYA6	Q9CYA6	Zinc finger CCHC domain-containing protein 8	Zcchc8	5735
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.2	6.2	6.2	48.379	0.0021277	2.5056	0	Q9CYC6	Q9CYC6	m7GpppN-mRNA hydrolase	Dcp2	5736
722750	588220	755520	699720	712160	533270	903680	979110	963580	798450	900380	1075300	15	15	15	39.2	39.2	39.2	46.169	0	63.254	27	Q9CYD3	Q9CYD3	Cartilage-associated protein	Crtap	5737
739620	606520	625560	507120	496750	554830	703610	897080	742980	494430	816910	902020	14	14	14	46.3	46.3	46.3	34.278	0	109.77	26	Q9CYG7;Q9CYG7-2	Q9CYG7;Q9CYG7-2	Mitochondrial import receptor subunit TOM34	Tomm34	5738
49216	37820	27405	38821	47912	41141	40088	43502	43208	55401	41603	53085	3	3	3	9	9	9	41.551	0	5.7286	3	Q9CYH6	Q9CYH6	Ribosome biogenesis regulatory protein homolog	Rrs1	5739
158260	112680	161070	148340	156070	114380	165480	180840	187060	197970	172700	190770	8	8	8	33.1	33.1	33.1	44.422	0	323.31	9	Q9CYI0	Q9CYI0	Protein Njmu-R1		5740
18496	15840	28947	16425	19703	17625	26240	23286	22866	18050	20783	27795	6	4	4	22.9	15.1	15.1	43.934	0	29.311	5	Q9CYI4;Q9CYI4-2	Q9CYI4;Q9CYI4-2	Putative RNA-binding protein Luc7-like 1	Luc7l	5741
46486	36501	43615	35262	54340	39970	63633	68994	70137	45538	58817	68882	2	2	2	7.5	7.5	7.5	40.152	0	5.6929	3	Q9CYK1	Q9CYK1	Tryptophan--tRNA ligase, mitochondrial	Wars2	5742
683590	538030	734060	561470	667650	513790	914760	929810	959210	659360	813530	1009000	9	9	9	68.2	68.2	68.2	17.09	0	131.79	22	Q9CYL5	Q9CYL5	Golgi-associated plant pathogenesis-related protein 1	Glipr2	5743
584330	413530	488590	376880	466290	482680	611750	581280	570330	472640	656130	686060	5	5	5	23.9	23.9	23.9	24.977	0	143.19	13	Q9CYN2	Q9CYN2	Signal peptidase complex subunit 2	Spcs2	5744
151070	134990	220420	128560	159290	141600	221610	269380	274660	163260	225120	335240	2	2	2	9.4	9.4	9.4	39.091	0	23.786	3	Q9CYN9	Q9CYN9	Renin receptor	Atp6ap2	5745
27424	27882	36408	19121	19183	42164	27168	40870	32444	17617	22996	26419	2	2	2	6.9	6.9	6.9	57.02	0	44.433	4	Q9CYP7	Q9CYP7	Sestrin-3	Sesn3	5746
152890	173390	203730	164600	177630	182210	233730	209330	180150	181990	201620	205480	5	5	5	43.4	43.4	43.4	17.319	0	15.936	13	Q9CYR0	Q9CYR0	Single-stranded DNA-binding protein, mitochondrial	Ssbp1	5747
578650	339770	526970	423140	432160	384180	677570	589390	801930	500090	721560	890240	14	14	13	29.7	29.7	28	59.452	0	244.16	21	Q9CYR6	Q9CYR6	Phosphoacetylglucosamine mutase	Pgm3	5748
125030	121090	124180	91423	109680	148250	201210	167680	154450	110790	170600	184740	6	5	5	13.7	12	12	52.861	0	8.3685	5	Q9CYT6	Q9CYT6	Adenylyl cyclase-associated protein 2	Cap2	5749
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	7.8	7.8	7.8	31.058	0	31.597	0	Q9CYX7	Q9CYX7	RRP15-like protein	Rrp15	5750
209330	190550	199580	190120	181990	194400	275930	264150	258070	203160	275670	310390	15	15	15	71.8	71.8	71.8	24.043	0	245.49	18	Q9CYZ2	Q9CYZ2	Tumor protein D54	Tpd52l2	5751
57859	88366	68007	50318	76816	95115	180810	86629	124350	80044	176340	135130	3	3	3	18.9	18.9	18.9	18.706	0	7.7191	8	Q9CYZ6	Q9CYZ6	Uncharacterized protein C19orf60 homolog		5752
500840	399190	482540	446210	423900	424730	605350	624090	552900	542920	609320	702410	8	8	8	27.3	27.3	27.3	30.224	0	85.716	11	Q9CZ04;Q9CZ04-2	Q9CZ04;Q9CZ04-2	COP9 signalosome complex subunit 7a	Cops7a	5753
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.1	6.1	6.1	40.447	0	30.892	0	Q9CZ09	Q9CZ09	Histidine protein methyltransferase 1 homolog	Mettl18	5754
882270	828480	982750	717540	727610	846580	1167000	1248100	1205300	837670	1210200	1399000	14	14	14	38.3	38.3	38.3	52.851	0	290.41	28	Q9CZ13	Q9CZ13	Cytochrome b-c1 complex subunit 1, mitochondrial	Uqcrc1	5755
287470	272060	252350	195180	180890	275130	365820	300660	296860	254620	366360	319070	6	6	6	31.4	31.4	31.4	28.886	0	60.181	15	Q9CZ28	Q9CZ28	Vacuolar-sorting protein SNF8	Snf8	5756
1433300	1408100	1433000	1420000	1283000	1671200	2228300	1929300	2157200	1402900	2207000	2712800	10	10	10	26.8	26.8	26.8	44.729	0	40.578	26	Q9CZ30;Q9CZ30-2	Q9CZ30	Obg-like ATPase 1	Ola1	5757
530150	434110	497630	378220	373640	451960	646970	553240	574240	502150	601810	641370	9	9	9	44.3	44.3	44.3	32.151	0	140.54	15	Q9CZ42-2;Q9CZ42;Q9CZ42-3	Q9CZ42-2;Q9CZ42;Q9CZ42-3	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	Carkd	5758
476320	382310	511180	395160	383240	440350	574190	573290	577640	448780	572920	611990	16	16	16	35.2	35.2	35.2	40.953	0	323.31	24	Q9CZ44-3;Q9CZ44;Q9CZ44-2	Q9CZ44-3;Q9CZ44;Q9CZ44-2	NSFL1 cofactor p47	Nsfl1c	5759
201580	189750	272760	177010	219850	254620	283890	362900	308090	213680	263210	300010	7	7	6	17.1	17.1	14.9	62.308	0	90.053	9	Q9CZ52;Q9CZ52-2	Q9CZ52;Q9CZ52-2	Anthrax toxin receptor 1	Antxr1	5760
72740	52755	73189	32064	44601	74260	84129	69468	82692	51127	81855	87962	2	2	2	15.8	15.8	15.8	19.824	0	175.67	4	Q9CZ69	Q9CZ69	CKLF-like MARVEL transmembrane domain-containing protein 6	Cmtm6	5761
13482	8070.7998046875	12233	11698	13851	10463	11139	12887	12109	14414	8701.400390625	9175.400390625	2	2	2	8.7	8.7	8.7	23.644	0.00093473	2.9823	2	Q9CZ82	Q9CZ82	Mediator of RNA polymerase II transcription subunit 18	Med18	5762
20473	24034	20636	13686	20254	3616.30004882813	16592	2732.39990234375	3243.80004882813	30196	15099	19584	2	2	2	6.3	6.3	6.3	48.745	0	3.9947	3	Q9CZ91	Q9CZ91	Serum response factor-binding protein 1	Srfbp1	5763
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	6	6	6	24.583	0	6.1251	0	Q9CZ96;Q9CZ96-2	Q9CZ96;Q9CZ96-2	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	Zcrb1	5764
29183	23131	39376	25346	37530	38694	45962	43532	35898	35513	37104	29645	5	5	4	21.5	21.5	17.7	38.522	0	29.225	5	Q9CZA6;Q9CZA6-4;Q9CZA6-3;Q9CZA6-2	Q9CZA6;Q9CZA6-4;Q9CZA6-3;Q9CZA6-2	Nuclear distribution protein nudE homolog 1	Nde1	5765
NaN	NaN	687.159973144531	NaN	699.989990234375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	11.4	11.4	11.4	57.669	0	137.03	1	Q9CZB3	Q9CZB3	THUMP domain-containing protein 2	Thumpd2	5766
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	9.4	9.4	9.4	27.205	0	214.45	0	Q9CZB6	Q9CZB6	Mediator of RNA polymerase II transcription subunit 7	Med7	5767
184390	183930	284580	156610	246530	133370	269470	342580	378620	224510	322140	427530	11	11	11	23.2	23.2	23.2	46.325	0	323.31	12	Q9CZC8	Q9CZC8	Secernin-1	Scrn1	5768
12783000	8476200	11740000	11705000	14371000	11133000	18693000	14204000	20075000	15954000	17947000	21638000	30	30	30	45.5	45.5	45.5	81.877	0	323.31	61	Q9CZD3	Q9CZD3	Glycine--tRNA ligase	Gars	5769
9682.400390625	6275.39990234375	8101.60009765625	7508.5	6939.2998046875	6332	8175.60009765625	12141	8506.5	8027.10009765625	8280.599609375	10280	1	1	1	7.6	7.6	7.6	31.739	0	97.308	3	Q9CZD5	Q9CZD5	Translation initiation factor IF-3, mitochondrial	Mtif3	5770
80836	52840	121370	57447	91094	82186	113470	124040	167190	87746	119980	186610	6	6	5	40.8	40.8	35.9	25.068	0	58.823	9	Q9CZE3;Q8QZZ8	Q9CZE3	Ras-related protein Rab-32	Rab32	5771
282360	248040	353700	244200	272430	236290	405660	432840	471870	297340	397660	593650	2	2	2	14.2	14.2	14.2	20.852	0	4.7589	3	Q9CZG3	Q9CZG3	COMM domain-containing protein 8	Commd8	5772
47559	45413	57567	41491	42425	46558	56737	73204	70263	48437	57674	73682	1	1	1	5.7	5.7	5.7	16.182	0	5.4821	3	Q9CZG9	Q9CZG9	PDZ domain-containing protein 11	Pdzd11	5773
61400	51823	65125	45815	55257	54083	80968	82735	84688	51860	85817	98198	9	9	9	70.8	70.8	70.8	19.457	0	323.31	13	Q9CZH7	Q9CZH7	Matrix-remodeling-associated protein 7	Mxra7	5774
14312	19730	17236	14571	24687	20203	29440	23338	30051	28195	26362	29649	2	2	2	9.8	9.8	9.8	37.309	0.00031471	3.1583	2	Q9CZI9;Q9CZI9-2	Q9CZI9;Q9CZI9-2	Apoptosis-enhancing nuclease	Aen	5775
134080	129040	203020	92351	74341	135620	181240	229680	271680	101120	210630	339540	8	7	7	12.7	10.8	10.8	76.118	0	105.2	3	Q9CZJ2	Q9CZJ2	Heat shock 70 kDa protein 12B	Hspa12b	5776
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	5	5	8.4	8.4	8.4	72.081	0	323.31	2	Q9CZK6	Q9CZK6	Ankyrin repeat and SAM domain-containing protein 3	Anks3	5777
34992	29205	38688	26701	25894	28318	46043	51249	40375	30833	50786	43478	3	3	3	28.7	28.7	28.7	14.83	0	13.02	6	Q9CZL5	Q9CZL5	Pterin-4-alpha-carbinolamine dehydratase 2	Pcbd2	5778
565750	316800	384890	504430	478240	378450	413840	425920	348160	553690	355760	293950	5	5	5	21.6	21.6	21.6	24.146	0	17.022	7	Q9CZM2	Q9CZM2	60S ribosomal protein L15	Rpl15	5779
2306000	1338100	1800500	1647900	1856900	1302400	2048000	2210200	2103500	1983400	2072500	2384900	21	21	21	46.8	46.8	46.8	55.758	0	160.14	40	Q9CZN7;Q9CZN7-2	Q9CZN7;Q9CZN7-2	Serine hydroxymethyltransferase	Shmt2	5780
17035	15819	18173	16239	15956	20188	22215	16709	17210	16519	14267	11988	2	2	2	4	4	4	56.782	0.00015863	3.3406	2	Q9CZN8	Q9CZN8	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	Qrsl1	5781
27555	22277	25749	15089	26220	28111	28107	29451	29184	24657	28463	30660	3	3	3	7.4	7.4	7.4	47.406	0	23.208	4	Q9CZP5	Q9CZP5	Mitochondrial chaperone BCS1	Bcs1l	5782
75935	68011	64514	48740	78165	77702	126180	80098	85342	86860	102840	91895	4	4	3	17.9	17.9	13.1	28.284	0	201.53	9	Q9CZQ6;O08604;O08603;O08602	Q9CZQ6	Retinoic acid early-inducible protein 1-epsilon	Raet1e	5783
126980	24319	342840	101010	75356	45293	61800	399680	280470	90594	37922	299220	5	5	5	9.9	9.9	9.9	82.8	0	81.94	8	Q9CZR2	Q9CZR2	N-acetylated-alpha-linked acidic dipeptidase 2	Naalad2	5784
48250	48715	67389	37349	44070	51023	81113	69087	67685	53466	73274	63777	1	1	1	5.2	5.2	5.2	34.004	0	12.331	3	Q9CZR3	Q9CZR3	Mitochondrial import receptor subunit TOM40B	Tomm40l	5785
59173	41052	61906	36706	41485	43848	75170	64618	75534	46008	73594	68397	4	4	4	20.4	20.4	20.4	35.334	0	156.45	6	Q9CZR8	Q9CZR8	Elongation factor Ts, mitochondrial	Tsfm	5786
10439	7024	7774.39990234375	6214	NaN	9134.7001953125	7935.2001953125	10129	14247	7914.2001953125	6864.5	14403	5	4	4	12.1	10.6	10.6	57.552	0.0001587	3.3558	3	Q9CZS1	Q9CZS1	Aldehyde dehydrogenase X, mitochondrial	Aldh1b1	5787
12467	9443.7998046875	8777.599609375	9460.2998046875	10846	7629.2001953125	14020	12890	13731	17785	9036.2998046875	13539	4	4	4	7.3	7.3	7.3	79.853	0	198.74	2	Q9CZT4;Q9CZT4-2	Q9CZT4;Q9CZT4-2	DNA-directed RNA polymerase III subunit RPC5	Polr3e	5788
325450	165660	259490	231030	253770	183410	327880	352300	333870	302320	324570	410990	6	6	6	12	12	12	72.26	0	28.365	7	Q9CZT5	Q9CZT5	Vasorin	Vasn	5789
361860	220310	310250	272840	355800	265900	354770	330800	305740	383830	288400	284150	9	9	9	8.9	8.9	8.9	117.64	0	17.064	9	Q9CZU3	Q9CZU3	Superkiller viralicidic activity 2-like 2	Skiv2l2	5790
1025800	936350	1245400	792390	1006100	1040200	1569400	1379800	1420200	979970	1412700	1463600	14	14	14	31.7	31.7	31.7	51.736	0	88.602	36	Q9CZU6	Q9CZU6	Citrate synthase, mitochondrial	Cs	5791
159880	103550	133870	141600	128700	123460	159060	161370	176160	134220	141390	180470	6	6	6	14.7	14.7	14.7	48.396	0	92.092	6	Q9CZV8;Q9CZV8-4;Q9CZV8-3	Q9CZV8;Q9CZV8-4;Q9CZV8-3	F-box/LRR-repeat protein 20	Fbxl20	5792
14709	8958.599609375	15003	12979	17429	10586	16426	15169	20600	17552	18361	20288	5	4	4	7.9	6.4	6.4	80.491	0	7.0184	5	Q9CZW4	Q9CZW4	Long-chain-fatty-acid--CoA ligase 3	Acsl3	5793
1377300	1057800	1160500	1097300	1287900	1134700	1944200	1419600	1642300	1417400	1810000	1821700	17	17	16	42.1	42.1	35.5	67.589	0	270.47	35	Q9CZW5	Q9CZW5	Mitochondrial import receptor subunit TOM70	Tomm70a	5794
17308	6307.7001953125	10339	9103.099609375	8562.599609375	6435.7001953125	10481	10190	9800.599609375	12783	8488.099609375	13682	2	2	2	4.4	4.4	4.4	62.384	0	5.8944	2	Q9CZX0;Q9CZX0-2	Q9CZX0;Q9CZX0-2	Elongator complex protein 3	Elp3	5795
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1.3	1.3	1.3	90.318	0	4.9959	0	Q9CZX2	Q9CZX2	Centrosomal protein of 89 kDa	Cep89	5796
3621	4686.60009765625	2728.19995117188	2827.5	4042.39990234375	5548.39990234375	7578.2001953125	4796.5	4791.89990234375	6425.7998046875	5398	5442.7998046875	2	2	2	9.9	9.9	9.9	37.22	0	35.813	4	Q9CZX5	Q9CZX5	PIN2/TERF1-interacting telomerase inhibitor 1	Pinx1	5797
87904	56822	88322	65023	77711	71552	104600	122140	124760	85470	94081	117700	4	3	3	15.2	11.3	11.3	28.038	0	19.072	9	Q9CZX7	Q9CZX7	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	Tmem55a	5798
3052800	2061700	2703400	2397000	2723800	2396700	3696400	3442200	3421200	3233900	3177100	3983900	14	14	14	59.3	59.3	59.3	16.085	0	49.295	36	Q9CZX8	Q9CZX8	40S ribosomal protein S19	Rps19	5799
113370	103040	133520	82710	109180	95702	166580	141550	160410	117140	164420	184620	6	6	6	33.9	33.9	33.9	20.116	0	103.35	11	Q9CZX9	Q9CZX9	ER membrane protein complex subunit 4	Emc4	5800
1072.59997558594	1380.19995117188	1859	802.150024414063	1636	1873.80004882813	2220.5	1748.40002441406	3543.69995117188	2342.10009765625	2354.89990234375	2354.10009765625	1	1	1	12	12	12	13.472	0	27.187	1	Q9CZY2	Q9CZY2	Transcription elongation factor A protein-like 8	Tceal8	5801
171670	134720	171350	133920	168380	164310	270700	189260	251210	157170	234170	239670	10	10	7	63.3	63.3	43.5	16.355	0	44.779	20	Q9CZY3;Q9CZY3-2	Q9CZY3;Q9CZY3-2	Ubiquitin-conjugating enzyme E2 variant 1	Ube2v1	5802
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	7.6	7.6	7.6	37.252	0	14.335	1	Q9D020;Q9D020-1	Q9D020;Q9D020-1	Cytosolic 5-nucleotidase 3A	Nt5c3a	5803
308400	256080	300490	226420	275450	262660	443410	340380	375060	317630	449130	443570	9	9	9	20.9	20.9	20.9	55.843	0	69.641	13	Q9D024;Q9D024-2;Q9D024-3	Q9D024;Q9D024-2	Coiled-coil domain-containing protein 47	Ccdc47	5804
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	10	10	10	18.14	0	58.646	0	Q9D030	Q9D030	Twist-related protein 2	Twist2	5805
71518	30504	58830	61328	39223	32368	58777	65928	73779	42934	66278	58779	3	3	3	7.7	7.7	7.7	40.421	0	4.3947	3	Q9D032;Q9D032-2;Q9CYZ8;Q9CYZ8-2	Q9D032;Q9D032-2;Q9CYZ8;Q9CYZ8-2	Single-stranded DNA-binding protein 3;Single-stranded DNA-binding protein 2	Ssbp3;Ssbp2	5806
2192600	1902200	2606100	1774100	1969300	2255200	3251200	2771200	3186200	2467200	3137000	3620000	12	12	12	43.5	43.5	43.5	38.937	0	323.31	27	Q9D051	Q9D051	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	Pdhb	5807
98442	69279	82993	56881	122430	97332	145790	106210	180730	113940	148160	164640	5	5	5	21.6	21.6	21.6	30.887	0	26.023	8	Q9D061;Q9D061-2;Q9D061-3	Q9D061;Q9D061-2;Q9D061-3	Acyl-CoA-binding domain-containing protein 6	Acbd6	5808
251430	196630	230050	167510	200990	188340	274330	268150	303550	255970	300410	380270	7	7	7	8.4	8.4	8.4	113.09	0	75.262	8	Q9D071;Q9D071-3;Q9D071-2	Q9D071;Q9D071-3;Q9D071-2	MMS19 nucleotide excision repair protein homolog	Mms19	5809
19700	19965	18900	17928	18065	20976	21877	22446	22654	20203	17192	21789	3	3	3	10.3	10.3	10.3	58.477	0	80.627	3	Q9D074;Q9D074-2;Q9D074-4;Q9D074-3;Q9D074-5	Q9D074;Q9D074-2;Q9D074-4;Q9D074-3;Q9D074-5	E3 ubiquitin-protein ligase MGRN1	Mgrn1	5810
40933	38378	44548	41709	38326	50188	58844	58692	49923	42163	43479	47660	2	2	2	11.5	11.5	11.5	24.429	0	6.7254	2	Q9D081	Q9D081	UDP-N-acetylglucosamine transferase subunit ALG14 homolog	Alg14	5811
296560	252050	375130	267560	281540	287630	399300	410130	475570	270450	343350	496260	12	12	12	51.8	51.8	51.8	25.193	0	147.85	20	Q9D0A3	Q9D0A3	Arpin	Arpin	5812
101100	80042	113300	78813	105410	85945	165220	151160	179070	117590	151460	203340	8	7	7	32.4	29.3	29.3	25.661	0	19.818	6	Q9D0B0	Q9D0B0	Serine/arginine-rich splicing factor 9	Srsf9	5813
937620	678910	684450	808270	898070	739140	1147400	820930	979600	1054500	1091800	1086400	5	5	5	31.8	31.8	31.8	22.223	0	39.059	12	Q9D0B6;Q9D0B6-2	Q9D0B6;Q9D0B6-2	Protein PBDC1	Pbdc1	5814
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	5.9	5.9	5.9	33.859	0.00015845	3.31	1	Q9D0C1	Q9D0C1	E3 ubiquitin-protein ligase RNF115	Rnf115	5815
23498	18805	24740	17789	25739	18089	29517	24713	39382	30443	27715	34424	5	5	5	10.8	10.8	10.8	56.794	0	42.437	4	Q9D0C4;Q9D0C4-2	Q9D0C4	tRNA (guanine(37)-N1)-methyltransferase	Trmt5	5816
27152	25443	26994	21083	26078	25935	31669	27820	29748	26080	31664	30319	2	2	2	6	6	6	65.229	0	20.231	4	Q9D0D3	Q9D0D3	Poly(A) RNA polymerase, mitochondrial	Mtpap	5817
44599	24827	31585	34259	33622	29688	41267	22007	32393	33202	31706	30787	2	2	2	6.1	6.1	6.1	35.274	0	3.4714	3	Q9D0D4	Q9D0D4	Probable dimethyladenosine transferase	Dimt1	5818
27591	21798	18759	25746	26566	24384	28210	20689	24403	26942	24126	22295	5	5	5	12.3	12.3	12.3	49.593	0	59.712	6	Q9D0D5	Q9D0D5	General transcription factor IIE subunit 1	Gtf2e1	5819
7091100	4862600	6445400	5405000	6080400	5527600	7548000	7828600	7589000	7347400	6851300	9053700	30	30	30	45.1	45.1	45.1	77.648	0	323.31	57	Q9D0E1;Q9D0E1-2;Q91VC4	Q9D0E1;Q9D0E1-2	Heterogeneous nuclear ribonucleoprotein M	Hnrnpm	5820
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	23	23	23	24.813	0	323.31	0	Q9D0E3	Q9D0E3	LysM and putative peptidoglycan-binding domain-containing protein 1	Lysmd1	5821
850590	616190	627830	693340	733650	675260	892820	741510	796970	751410	856360	795360	18	18	18	33.7	33.7	33.7	57.788	0	323.31	43	Q9D0F3	Q9D0F3	Protein ERGIC-53	Lman1	5822
18232	12653	23377	11998	12464	13052	18024	25250	26616	16309	14918	21818	2	2	2	6.3	6.3	6.3	47.227	0	3.5575	3	Q9D0F4;Q5SZT7	Q9D0F4;Q5SZT7	NF-kappa-B-activating protein	Nkap;Nkapl	5823
6167100	2919300	4094700	4796800	4407100	2992700	4765300	5031700	5628900	5324400	4627700	6514800	28	28	28	48.2	48.2	48.2	61.417	0	323.31	48	Q9D0F9	Q9D0F9	Phosphoglucomutase-1	Pgm1	5824
298830	268450	248880	242960	265790	261670	363320	352670	331870	287720	378470	370890	7	7	7	22.9	22.9	22.9	49.939	0	79.502	11	Q9D0G0	Q9D0G0	28S ribosomal protein S30, mitochondrial	Mrps30	5825
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	5.3	5.3	5.3	33.221	0	26.487	0	Q9D0I4	Q9D0I4	Syntaxin-17	Stx17	5826
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	21.3	21.3	21.3	27.545	0	10.289	2	Q9D0I8	Q9D0I8	mRNA turnover protein 4 homolog	Mrto4	5827
6359100	6936400	5405200	4977000	5112200	5977300	8632800	5983700	6646000	5655900	8013500	8158400	25	25	25	43.5	43.5	43.5	75.673	0	257.74	62	Q9D0I9	Q9D0I9	Arginine--tRNA ligase, cytoplasmic	Rars	5828
216070	192630	228330	218250	229430	182820	206830	263290	238610	191340	257640	309820	3	3	3	21.2	21.2	21.2	20.864	0	42.683	4	Q9D0J4	Q9D0J4	ADP-ribosylation factor-like protein 2	Arl2	5829
1121300	912590	1136700	1111500	943520	1165600	1105100	1569600	1074700	1229200	952940	1080900	5	5	5	27.7	27.7	27.7	11.43	0	323.31	15	Q9D0J8	Q9D0J8	Parathymosin	Ptms	5830
52412	50434	53604	46526	46280	43336	70010	62280	77191	46370	64201	77192	2	2	2	9.6	9.6	9.6	33.826	0	4.8994	2	Q9D0K0;Q9D0K0-2	Q9D0K0;Q9D0K0-2	TBC1 domain family member 7	Tbc1d7	5831
1180000	1492500	1809300	998270	973570	1685100	1665000	2107700	1609700	1117400	1599700	1810500	14	14	14	35.6	35.6	35.6	55.988	0	323.31	42	Q9D0K2	Q9D0K2	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	Oxct1	5832
